q,CAR30_mean,group,spread_Q5-Q1
5,0.007255589596329851,2018-11-13,-0.02146288133827245
1,-0.04718227724576235,2018-11-14,0.20023471009681354
2,0.12845566321978455,2018-11-14,0.20023471009681354
3,0.1192080376693513,2018-11-14,0.20023471009681354
4,-0.09495293325031545,2018-11-14,0.20023471009681354
5,0.1530524328510512,2018-11-14,0.20023471009681354
1,0.0362233403961609,2018-11-16,-0.03205042675382255
2,-0.0599539621183236,2018-11-16,-0.03205042675382255
3,-0.5234132191644492,2018-11-16,-0.03205042675382255
4,-0.21123721356202552,2018-11-16,-0.03205042675382255
5,0.0041729136423383495,2018-11-16,-0.03205042675382255
1,-0.1027637319205375,2019-02-14,0.3153472742117176
2,0.0207855760556872,2019-02-14,0.3153472742117176
3,-0.010761505355556,2019-02-14,0.3153472742117176
4,0.0136962196645193,2019-02-14,0.3153472742117176
5,0.2125835422911801,2019-02-14,0.3153472742117176
1,-0.0107930929490599,2019-02-20,0.04754668518647551
2,-0.0433104408614437,2019-02-20,0.04754668518647551
3,-0.0376154024031415,2019-02-20,0.04754668518647551
4,-0.0387466160793525,2019-02-20,0.04754668518647551
5,0.0367535922374156,2019-02-20,0.04754668518647551
1,-0.1444331107154849,2019-02-21,0.6064192773723305
2,-0.0818752780772576,2019-02-21,0.6064192773723305
3,0.0411189316777216,2019-02-21,0.6064192773723305
4,-0.1456632394095284,2019-02-21,0.6064192773723305
5,0.4619861666568456,2019-02-21,0.6064192773723305
1,0.044682853266180454,2019-02-22,-0.12003229198215645
2,0.0329094607273219,2019-02-22,-0.12003229198215645
3,-0.0558718535028197,2019-02-22,-0.12003229198215645
4,0.048211645438216946,2019-02-22,-0.12003229198215645
5,-0.07534943871597599,2019-02-22,-0.12003229198215645
1,-0.08158607534588075,2019-02-27,0.1015128444311529
2,-0.0671296254914857,2019-02-27,0.1015128444311529
3,-0.03899046996340805,2019-02-27,0.1015128444311529
4,0.0914338034554512,2019-02-27,0.1015128444311529
5,0.019926769085272147,2019-02-27,0.1015128444311529
1,-0.0447824456172943,2019-03-01,0.0659919032354001
2,0.0335654838926168,2019-03-01,0.0659919032354001
3,0.0345476245552883,2019-03-01,0.0659919032354001
4,-0.0282649078486034,2019-03-01,0.0659919032354001
5,0.0212094576181058,2019-03-01,0.0659919032354001
1,0.03383430721921095,2019-03-15,-0.0683580332264985
2,-0.1760668253408577,2019-03-15,-0.0683580332264985
3,-0.0860761045964755,2019-03-15,-0.0683580332264985
4,0.0366817506546803,2019-03-15,-0.0683580332264985
5,-0.03452372600728755,2019-03-15,-0.0683580332264985
1,-0.2125987329462655,2019-03-21,0.04470197559509578
2,0.0713559106786797,2019-03-21,0.04470197559509578
3,-0.176313818252757,2019-03-21,0.04470197559509578
4,0.0790375500778662,2019-03-21,0.04470197559509578
5,-0.1678967573511697,2019-03-21,0.04470197559509578
1,-0.0738909392434902,2019-03-28,0.0766324076978313
2,-0.0299619318648291,2019-03-28,0.0766324076978313
3,-0.1496816382136399,2019-03-28,0.0766324076978313
4,0.0734680430526898,2019-03-28,0.0766324076978313
5,0.0027414684543411,2019-03-28,0.0766324076978313
1,-0.1767321126497719,2019-03-29,0.4282298120996467
2,0.2411156906823887,2019-03-29,0.4282298120996467
3,0.057564723926452954,2019-03-29,0.4282298120996467
4,0.0081402247261063,2019-03-29,0.4282298120996467
5,0.2514976994498748,2019-03-29,0.4282298120996467
1,-0.01994626366941715,2019-04-26,-0.07103159030133675
2,-0.0323382027226576,2019-04-26,-0.07103159030133675
3,-0.0977075918160731,2019-04-26,-0.07103159030133675
4,0.1103430402118141,2019-04-26,-0.07103159030133675
5,-0.0909778539707539,2019-04-26,-0.07103159030133675
1,0.0457197648068297,2019-04-30,0.0016265352647160947
2,0.088695215774229,2019-04-30,0.0016265352647160947
3,0.1506180900360482,2019-04-30,0.0016265352647160947
4,0.2029969693593878,2019-04-30,0.0016265352647160947
5,0.0473463000715458,2019-04-30,0.0016265352647160947
1,0.063007395733017,2019-05-03,-0.0595560656588561
2,-0.0388083387402789,2019-05-03,-0.0595560656588561
3,0.0890606755833364,2019-05-03,-0.0595560656588561
4,-0.0304021863797582,2019-05-03,-0.0595560656588561
5,0.0034513300741609,2019-05-03,-0.0595560656588561
1,0.00529321294981225,2019-05-07,0.025296969479326796
2,-0.0388463887816103,2019-05-07,0.025296969479326796
3,-0.0334285670698616,2019-05-07,0.025296969479326796
4,0.0632620443860942,2019-05-07,0.025296969479326796
5,0.030590182429139048,2019-05-07,0.025296969479326796
1,-0.0271077474852343,2019-05-08,-0.0087311051876506
2,0.103773707367274,2019-05-08,-0.0087311051876506
3,0.0260748771701303,2019-05-08,-0.0087311051876506
4,0.106990468909348,2019-05-08,-0.0087311051876506
5,-0.0358388526728849,2019-05-08,-0.0087311051876506
1,0.02363926450413745,2019-05-09,-0.0431902591527811
2,-0.057304895852055754,2019-05-09,-0.0431902591527811
3,0.02697194762379195,2019-05-09,-0.0431902591527811
4,0.17998948865886888,2019-05-09,-0.0431902591527811
5,-0.01955099464864365,2019-05-09,-0.0431902591527811
1,-0.0924879578571898,2019-05-10,0.11332050866662352
2,-0.039284875741629,2019-05-10,0.11332050866662352
3,0.08436355327047206,2019-05-10,0.11332050866662352
4,0.06668908255238348,2019-05-10,0.11332050866662352
5,0.020832550809433723,2019-05-10,0.11332050866662352
1,0.24184333112616493,2019-05-13,-0.1629817278456322
2,-0.0950471798934197,2019-05-13,-0.1629817278456322
3,-0.0189226363683603,2019-05-13,-0.1629817278456322
4,-0.1092711752744673,2019-05-13,-0.1629817278456322
5,0.07886160328053275,2019-05-13,-0.1629817278456322
1,-0.09226518241967535,2019-05-14,0.23000713770024656
2,-0.0644703568941657,2019-05-14,0.23000713770024656
3,0.014164518074221,2019-05-14,0.23000713770024656
4,-0.0833547576057925,2019-05-14,0.23000713770024656
5,0.1377419552805712,2019-05-14,0.23000713770024656
1,0.012101190184860866,2019-05-15,-0.060448886466768534
2,0.007831666485164944,2019-05-15,-0.060448886466768534
3,0.062266325385491594,2019-05-15,-0.060448886466768534
4,0.0256705314578256,2019-05-15,-0.060448886466768534
5,-0.048347696281907666,2019-05-15,-0.060448886466768534
1,0.0006888848800087333,2019-05-16,-0.015267900700763037
