q,CAR30_mean,group,spread_Q5-Q1
1,0.0504208500053496,2017-02-20,-0.09497538804258479
2,-0.1815259178711291,2017-02-20,-0.09497538804258479
3,0.0562964605779704,2017-02-20,-0.09497538804258479
4,0.0454135397494116,2017-02-20,-0.09497538804258479
5,-0.0445545380372352,2017-02-20,-0.09497538804258479
1,0.0121425799060512,2017-02-22,-0.0570799915943672
2,0.0684680419166755,2017-02-22,-0.0570799915943672
3,0.0393093648843858,2017-02-22,-0.0570799915943672
4,0.003407999629092,2017-02-22,-0.0570799915943672
5,-0.044937411688316,2017-02-22,-0.0570799915943672
1,0.0427218704506295,2017-02-23,0.02226991526909905
2,-0.1570514329303636,2017-02-23,0.02226991526909905
3,0.0769465197202148,2017-02-23,0.02226991526909905
4,0.1725081153941306,2017-02-23,0.02226991526909905
5,0.06499178571972855,2017-02-23,0.02226991526909905
1,0.0267490967543755,2017-02-24,-0.049191484599256194
2,-0.03688062044410155,2017-02-24,-0.049191484599256194
3,-0.06265788663105179,2017-02-24,-0.049191484599256194
4,-0.0316447603966426,2017-02-24,-0.049191484599256194
5,-0.022442387844880698,2017-02-24,-0.049191484599256194
1,0.0560829921652147,2017-03-10,-0.2921869138617015
2,0.0357343609056357,2017-03-10,-0.2921869138617015
3,-0.2112755176504603,2017-03-10,-0.2921869138617015
4,0.0870364919771964,2017-03-10,-0.2921869138617015
5,-0.2361039216964868,2017-03-10,-0.2921869138617015
1,-0.0679086707949768,2017-03-17,0.2036327012226093
2,0.1339825679557454,2017-03-17,0.2036327012226093
3,-0.0827758760043514,2017-03-17,0.2036327012226093
4,0.1357240304276325,2017-03-17,0.2036327012226093
5,0.1357240304276325,2017-03-17,0.2036327012226093
1,0.1051297736657068,2017-03-21,0.0963848826487935
2,-0.0133234307427871,2017-03-21,0.0963848826487935
3,-0.0779115844757889,2017-03-21,0.0963848826487935
4,0.224258172307379,2017-03-21,0.0963848826487935
5,0.2015146563145003,2017-03-21,0.0963848826487935
1,-0.1126978486619146,2017-03-23,0.1028734832168115
2,-0.0944554380035584,2017-03-23,0.1028734832168115
3,-0.0808624988322116,2017-03-23,0.1028734832168115
4,0.1377373510061615,2017-03-23,0.1028734832168115
5,-0.0098243654451031,2017-03-23,0.1028734832168115
1,-0.0754836100535104,2017-03-24,0.11682840621760329
2,0.0226301541339005,2017-03-24,0.11682840621760329
3,0.0623474747056837,2017-03-24,0.11682840621760329
4,-0.0179110925459119,2017-03-24,0.11682840621760329
5,0.0413447961640929,2017-03-24,0.11682840621760329
1,-0.059968741449986804,2017-03-28,0.19015845004649162
2,-0.0140170285926878,2017-03-28,0.19015845004649162
3,0.0751245616907895,2017-03-28,0.19015845004649162
4,0.1498231373766979,2017-03-28,0.19015845004649162
5,0.1301897085965048,2017-03-28,0.19015845004649162
1,-0.0925889806316315,2017-03-29,0.0822557114825162
2,-0.0983545552855046,2017-03-29,0.0822557114825162
3,-0.0158445296027104,2017-03-29,0.0822557114825162
4,0.0831672686927815,2017-03-29,0.0822557114825162
5,-0.0103332691491153,2017-03-29,0.0822557114825162
1,0.029964572904918448,2017-04-27,-0.0012710571785294958
2,0.0785497414437383,2017-04-27,-0.0012710571785294958
3,-0.044525466291754204,2017-04-27,-0.0012710571785294958
4,-0.004635041246042346,2017-04-27,-0.0012710571785294958
5,0.028693515726388952,2017-04-27,-0.0012710571785294958
1,0.014543525421737667,2017-04-28,0.011570393402634029
2,0.1348741140248984,2017-04-28,0.011570393402634029
3,0.11165846154551476,2017-04-28,0.011570393402634029
4,0.064688795357135,2017-04-28,0.011570393402634029
5,0.026113918824371696,2017-04-28,0.011570393402634029
1,-0.0475960429210789,2017-05-05,0.0932219229750742
2,0.0758245794138458,2017-05-05,0.0932219229750742
3,0.0752126487914569,2017-05-05,0.0932219229750742
4,0.1488961833742079,2017-05-05,0.0932219229750742
5,0.0456258800539953,2017-05-05,0.0932219229750742
1,-5.692935373370275e-05,2017-05-08,0.005730309659301902
2,0.0198883776169551,2017-05-08,0.005730309659301902
3,-0.0402156504051677,2017-05-08,0.005730309659301902
4,-0.0039725210460846,2017-05-08,0.005730309659301902
5,0.0056733803055682,2017-05-08,0.005730309659301902
1,-0.17667822639016315,2017-05-10,0.1824995316132008
2,0.1735879354487584,2017-05-10,0.1824995316132008
3,-0.0224058931415445,2017-05-10,0.1824995316132008
4,0.0339639322703182,2017-05-10,0.1824995316132008
5,0.00582130522303765,2017-05-10,0.1824995316132008
1,-0.04285261009598759,2017-05-11,0.08377303306121239
2,-0.0040945427970372665,2017-05-11,0.08377303306121239
3,-0.07587238195629366,2017-05-11,0.08377303306121239
4,-0.01580147463910463,2017-05-11,0.08377303306121239
5,0.0409204229652248,2017-05-11,0.08377303306121239
1,-0.12165630889495926,2017-05-12,0.0554314031397643
2,-0.07895961634782717,2017-05-12,0.0554314031397643
3,-0.14416154477119852,2017-05-12,0.0554314031397643
4,0.03593292307310533,2017-05-12,0.0554314031397643
5,-0.06622490575519496,2017-05-12,0.0554314031397643
1,-0.22192766078846093,2017-05-15,0.1911118693541345
2,0.08261836089054825,2017-05-15,0.1911118693541345
3,-0.008314808502349648,2017-05-15,0.1911118693541345
4,0.01013449728524405,2017-05-15,0.1911118693541345
5,-0.03081579143432645,2017-05-15,0.1911118693541345
1,-0.14100227951347674,2017-05-16,0.19928401047130348
2,0.02369848607383453,2017-05-16,0.19928401047130348
3,0.0155344321343703,2017-05-16,0.19928401047130348
4,0.011067576352774769,2017-05-16,0.19928401047130348
5,0.05828173095782673,2017-05-16,0.19928401047130348
1,-0.1479899784062791,2017-07-26,0.07912855282388719
2,-0.0275886640126304,2017-07-26,0.07912855282388719
3,0.266085752595794,2017-07-26,0.07912855282388719
4,0.0055477712406343,2017-07-26,0.07912855282388719
5,-0.0688614255823919,2017-07-26,0.07912855282388719
1,-0.0065411954934251,2017-07-28,0.21435444558479153
2,-0.0006056998655433014,2017-07-28,0.21435444558479153
3,-0.041017143591890605,2017-07-28,0.21435444558479153
4,-0.04130893833326265,2017-07-28,0.21435444558479153
5,0.20781325009136642,2017-07-28,0.21435444558479153
1,0.0674131654111141,2017-07-31,-0.0779880667228153
2,0.0326757600801686,2017-07-31,-0.0779880667228153
3,0.2957474723154474,2017-07-31,-0.0779880667228153
4,0.1154986540523422,2017-07-31,-0.0779880667228153
5,-0.0105749013117012,2017-07-31,-0.0779880667228153
1,0.0529362826860944,2017-08-03,0.18786921908644338
2,0.0016539809184194,2017-08-03,0.18786921908644338
3,0.3508298165285372,2017-08-03,0.18786921908644338
4,0.1391020590238404,2017-08-03,0.18786921908644338
5,0.2408055017725378,2017-08-03,0.18786921908644338
1,0.02490337306139775,2017-08-08,0.05816836570862935
2,0.1523115414890495,2017-08-08,0.05816836570862935
3,-0.0160779242160502,2017-08-08,0.05816836570862935
4,-0.0566834117910719,2017-08-08,0.05816836570862935
5,0.0830717387700271,2017-08-08,0.05816836570862935
1,-0.1303768293466286,2017-08-10,0.1158427968335844
2,-0.06142021554494248,2017-08-10,0.1158427968335844
3,-0.010168380867838065,2017-08-10,0.1158427968335844
4,0.07729385167123334,2017-08-10,0.1158427968335844
5,-0.0145340325130442,2017-08-10,0.1158427968335844
1,-0.0361394158854109,2017-08-11,0.07621655234461269
2,0.07756639574203436,2017-08-11,0.07621655234461269
3,0.010384318304828867,2017-08-11,0.07621655234461269
4,0.10671210151480653,2017-08-11,0.07621655234461269
5,0.0400771364592018,2017-08-11,0.07621655234461269
1,-0.04282331089633296,2017-08-14,-0.04713910069991394
2,0.04428694941214095,2017-08-14,-0.04713910069991394
3,0.0177127621408919,2017-08-14,-0.04713910069991394
4,0.03419380668490125,2017-08-14,-0.04713910069991394
5,-0.0899624115962469,2017-08-14,-0.04713910069991394
1,-0.028095661978654245,2017-08-15,0.11102782340152124
2,0.0801176582016535,2017-08-15,0.11102782340152124
3,-0.051887569080099005,2017-08-15,0.11102782340152124
4,0.10127005673061024,2017-08-15,0.11102782340152124
5,0.082932161422867,2017-08-15,0.11102782340152124
1,-0.01793665038516265,2017-10-26,0.0686687138554612
2,-0.0279889677225643,2017-10-26,0.0686687138554612
3,0.0709717576910355,2017-10-26,0.0686687138554612
4,0.0068331208043684,2017-10-26,0.0686687138554612
5,0.05073206347029855,2017-10-26,0.0686687138554612
1,0.030089554462325696,2017-10-27,0.0763068559679665
2,-0.0266176129261861,2017-10-27,0.0763068559679665
3,-0.010308470339004101,2017-10-27,0.0763068559679665
4,-0.07052196746615469,2017-10-27,0.0763068559679665
5,0.1063964104302922,2017-10-27,0.0763068559679665
1,0.09162687449716561,2017-10-30,-0.1987303168409795
2,0.017362351589662,2017-10-30,-0.1987303168409795
3,0.1381628068009939,2017-10-30,-0.1987303168409795
4,0.0338979361654439,2017-10-30,-0.1987303168409795
5,-0.10710344234381389,2017-10-30,-0.1987303168409795
1,-0.0222709940069501,2017-10-31,0.03351156187438615
2,-0.0363790181209717,2017-10-31,0.03351156187438615
3,0.1071325841164783,2017-10-31,0.03351156187438615
4,-0.0265731081101729,2017-10-31,0.03351156187438615
5,0.01124056786743605,2017-10-31,0.03351156187438615
1,-0.027891534624702848,2017-11-01,0.021871509762698946
2,0.0056303451686452,2017-11-01,0.021871509762698946
3,0.0191931078074924,2017-11-01,0.021871509762698946
4,-0.0380013246602905,2017-11-01,0.021871509762698946
5,-0.0060200248620039,2017-11-01,0.021871509762698946
1,0.056781003459765854,2017-11-08,-0.056610660851020955
2,-0.0261630417958016,2017-11-08,-0.056610660851020955
3,0.0911747008793969,2017-11-08,-0.056610660851020955
4,-0.1718346814054507,2017-11-08,-0.056610660851020955
5,0.0001703426087449,2017-11-08,-0.056610660851020955
1,-0.019680659680584925,2017-11-09,0.08929713507570056
2,-0.0597245568197384,2017-11-09,0.08929713507570056
3,0.086414307288509,2017-11-09,0.08929713507570056
4,0.041656313710745,2017-11-09,0.08929713507570056
5,0.06961647539511563,2017-11-09,0.08929713507570056
1,-0.0357705552702574,2017-11-10,0.046761878343510366
2,0.040716098187623354,2017-11-10,0.046761878343510366
3,0.0174652808091644,2017-11-10,0.046761878343510366
4,-0.0234937945604805,2017-11-10,0.046761878343510366
5,0.010991323073252965,2017-11-10,0.046761878343510366
1,-0.10428607077511765,2017-11-13,0.11210646328782405
2,-0.0248873389377984,2017-11-13,0.11210646328782405
3,0.0281528670896438,2017-11-13,0.11210646328782405
4,0.0833559532299054,2017-11-13,0.11210646328782405
5,0.007820392512706399,2017-11-13,0.11210646328782405
1,-0.027882387314928623,2017-11-14,-0.07712587905774668
2,-0.06747178241670025,2017-11-14,-0.07712587905774668
3,-0.1046464278023548,2017-11-14,-0.07712587905774668
4,0.019518611816467173,2017-11-14,-0.07712587905774668
5,-0.1050082663726753,2017-11-14,-0.07712587905774668
1,-0.0285891276472419,2017-11-16,-0.08120472794332075
2,-0.2130433842590486,2017-11-16,-0.08120472794332075
3,-0.03156048311096675,2017-11-16,-0.08120472794332075
4,0.002989743442268801,2017-11-16,-0.08120472794332075
5,-0.10979385559056265,2017-11-16,-0.08120472794332075
1,0.0228978240866723,2018-02-06,0.081219044560387
2,0.0018170227305238,2018-02-06,0.081219044560387
3,0.060895075612115,2018-02-06,0.081219044560387
4,0.0824624661525361,2018-02-06,0.081219044560387
5,0.1041168686470593,2018-02-06,0.081219044560387
1,-0.0514879789487493,2018-02-09,-0.013610062767687996
2,0.2905421276933069,2018-02-09,-0.013610062767687996
3,0.0398677446745825,2018-02-09,-0.013610062767687996
4,0.1132950063446129,2018-02-09,-0.013610062767687996
5,-0.0650980417164373,2018-02-09,-0.013610062767687996
1,0.015561323089730603,2018-02-20,0.024371117307905896
2,0.117432719602877,2018-02-20,0.024371117307905896
3,-0.0318385839015847,2018-02-20,0.024371117307905896
4,0.0851004283151208,2018-02-20,0.024371117307905896
5,0.0399324403976365,2018-02-20,0.024371117307905896
1,-0.0564910851028413,2018-02-23,0.2668763890482335
2,-0.1792341760452482,2018-02-23,0.2668763890482335
3,0.0279730844515456,2018-02-23,0.2668763890482335
4,0.0087688988085255,2018-02-23,0.2668763890482335
5,0.2103853039453922,2018-02-23,0.2668763890482335
1,-0.08481471780239384,2018-02-28,0.10122334076066059
2,-0.0071911417336567,2018-02-28,0.10122334076066059
3,0.0427009128588888,2018-02-28,0.10122334076066059
4,-0.0575962780351913,2018-02-28,0.10122334076066059
5,0.01640862295826675,2018-02-28,0.10122334076066059
1,-0.0685673713030859,2018-03-01,0.056293622536917005
2,-0.0877119367482611,2018-03-01,0.056293622536917005
3,-0.0976174626118457,2018-03-01,0.056293622536917005
4,0.0298801407571005,2018-03-01,0.056293622536917005
5,-0.0122737487661689,2018-03-01,0.056293622536917005
1,0.0639849069327298,2018-03-09,-0.026623927595287505
2,-0.0149871543830862,2018-03-09,-0.026623927595287505
3,0.3317064939091262,2018-03-09,-0.026623927595287505
4,0.14345592241512256,2018-03-09,-0.026623927595287505
5,0.0373609793374423,2018-03-09,-0.026623927595287505
1,-0.046181481164073904,2018-03-15,0.09837685556742432
2,0.037715443481312,2018-03-15,0.09837685556742432
3,-0.05877333732081215,2018-03-15,0.09837685556742432
4,0.125601134788564,2018-03-15,0.09837685556742432
5,0.052195374403350404,2018-03-15,0.09837685556742432
1,-0.01171630856091985,2018-03-19,0.046078400345780646
2,-0.1574314721057681,2018-03-19,0.046078400345780646
3,-0.0426796859010101,2018-03-19,0.046078400345780646
4,0.0498555477141868,2018-03-19,0.046078400345780646
5,0.0343620917848608,2018-03-19,0.046078400345780646
1,-0.1035351336625545,2018-03-28,-0.06572294064601429
2,0.342377474850494,2018-03-28,-0.06572294064601429
3,-0.0560797427514114,2018-03-28,-0.06572294064601429
4,-0.1473708793289995,2018-03-28,-0.06572294064601429
5,-0.1692580743085688,2018-03-28,-0.06572294064601429
1,-0.027607140345087447,2018-04-02,-0.009336982238175355
2,-0.0094036142091419,2018-04-02,-0.009336982238175355
3,-0.0342331558951648,2018-04-02,-0.009336982238175355
4,-0.1623803304525274,2018-04-02,-0.009336982238175355
5,-0.0369441225832628,2018-04-02,-0.009336982238175355
1,-0.21835695470834987,2018-04-26,0.3204768739133007
2,-0.284430122104429,2018-04-26,0.3204768739133007
3,-0.0014798760094092006,2018-04-26,0.3204768739133007
4,0.0338729279319101,2018-04-26,0.3204768739133007
5,0.10211991920495085,2018-04-26,0.3204768739133007
1,0.03560029526172875,2018-04-27,-0.09044444718593689
2,-0.07239923973416595,2018-04-27,-0.09044444718593689
3,0.0809371591181345,2018-04-27,-0.09044444718593689
4,0.029746379546485895,2018-04-27,-0.09044444718593689
5,-0.05484415192420815,2018-04-27,-0.09044444718593689
1,0.1644255015244692,2018-04-30,-0.3948041308837091
2,-0.102123479151086,2018-04-30,-0.3948041308837091
3,-0.102123479151086,2018-04-30,-0.3948041308837091
4,0.117958123431717,2018-04-30,-0.3948041308837091
5,-0.2303786293592399,2018-04-30,-0.3948041308837091
1,-0.1517428186705707,2018-05-08,0.24113560717877602
2,-0.0548901953691417,2018-05-08,0.24113560717877602
3,0.0548689662782404,2018-05-08,0.24113560717877602
4,-0.1713200088305718,2018-05-08,0.24113560717877602
5,0.0893927885082053,2018-05-08,0.24113560717877602
1,0.040454670310646396,2018-05-09,-0.11198658484105925
2,-0.01324456611193595,2018-05-09,-0.11198658484105925
3,-0.07409056667468544,2018-05-09,-0.11198658484105925
4,-0.08758017451405664,2018-05-09,-0.11198658484105925
5,-0.07153191453041285,2018-05-09,-0.11198658484105925
1,-0.04884140961648122,2018-05-10,0.11159785305682371
2,-0.002896518248268032,2018-05-10,0.11159785305682371
3,0.04777858086450682,2018-05-10,0.11159785305682371
4,0.08555436683331442,2018-05-10,0.11159785305682371
5,0.0627564434403425,2018-05-10,0.11159785305682371
1,-0.017465913570533478,2018-05-11,0.0157881442253439
2,0.0038731457562259236,2018-05-11,0.0157881442253439
3,-0.0590733352754707,2018-05-11,0.0157881442253439
4,-0.0009257534501250497,2018-05-11,0.0157881442253439
5,-0.0016777693451895757,2018-05-11,0.0157881442253439
1,-0.11222782023115503,2018-05-15,0.21162217708808925
2,-0.05092440828577103,2018-05-15,0.21162217708808925
3,0.11878324809424876,2018-05-15,0.21162217708808925
4,0.047152736156967696,2018-05-15,0.21162217708808925
5,0.09939435685693422,2018-05-15,0.21162217708808925
1,-0.1719798548239632,2018-05-16,-0.05082674806195686
2,-0.0052061868342075995,2018-05-16,-0.05082674806195686
3,0.0620911137096908,2018-05-16,-0.05082674806195686
4,-0.05504114995130914,2018-05-16,-0.05082674806195686
5,-0.22280660288592005,2018-05-16,-0.05082674806195686
1,-0.0241896362405697,2018-07-26,-0.035694558613710695
2,-0.0640730440200671,2018-07-26,-0.035694558613710695
3,0.0978923958976984,2018-07-26,-0.035694558613710695
4,0.048234274938407,2018-07-26,-0.035694558613710695
5,-0.0598841948542804,2018-07-26,-0.035694558613710695
1,-0.06661811073206811,2018-07-27,0.03930239779895991
2,-0.0747533370503339,2018-07-27,0.03930239779895991
3,-0.01178254606850915,2018-07-27,0.03930239779895991
4,-0.04756403430397675,2018-07-27,0.03930239779895991
5,-0.0273157129331082,2018-07-27,0.03930239779895991
1,-0.018044416819994,2018-07-31,-0.0510859130946613
2,-0.0212516454306402,2018-07-31,-0.0510859130946613
3,-0.0084034607059267,2018-07-31,-0.0510859130946613
4,0.0324176613793405,2018-07-31,-0.0510859130946613
5,-0.0691303299146553,2018-07-31,-0.0510859130946613
1,-0.2767874263185242,2018-08-03,0.2115253086872881
2,0.002215049863981,2018-08-03,0.2115253086872881
3,0.124144796305507,2018-08-03,0.2115253086872881
4,0.1467540723321659,2018-08-03,0.2115253086872881
5,-0.0652621176312361,2018-08-03,0.2115253086872881
1,-0.11145385469051346,2018-08-09,0.1687591324090923
2,-0.20366969973225424,2018-08-09,0.1687591324090923
3,0.019149644264294267,2018-08-09,0.1687591324090923
4,-0.06243279304770417,2018-08-09,0.1687591324090923
5,0.05730527771857883,2018-08-09,0.1687591324090923
1,-0.12960571141571178,2018-08-10,0.06871855435533168
2,-0.026697894388367897,2018-08-10,0.06871855435533168
3,0.00046729541360435167,2018-08-10,0.06871855435533168
4,-0.11967631419732454,2018-08-10,0.06871855435533168
5,-0.0608871570603801,2018-08-10,0.06871855435533168
1,0.04768119609230629,2018-08-14,-0.09920869963305938
2,-0.1967405024600803,2018-08-14,-0.09920869963305938
3,-0.20721526524434683,2018-08-14,-0.09920869963305938
4,-0.03703578416124505,2018-08-14,-0.09920869963305938
5,-0.05152750354075309,2018-08-14,-0.09920869963305938
1,-0.08958373390008605,2018-08-15,0.05416045565861105
2,-0.028308983758903575,2018-08-15,0.05416045565861105
3,-0.1541762674973582,2018-08-15,0.05416045565861105
4,-0.02880940230870245,2018-08-15,0.05416045565861105
5,-0.035423278241474995,2018-08-15,0.05416045565861105
1,-0.1260727379884624,2018-10-25,0.10791915568192571
2,-0.0219560533384381,2018-10-25,0.10791915568192571
3,-0.085275906046812,2018-10-25,0.10791915568192571
4,0.0117267557703251,2018-10-25,0.10791915568192571
5,-0.0181535823065367,2018-10-25,0.10791915568192571
1,0.07650427323142955,2018-10-26,-0.11329996341301984
2,-0.1692461639387106,2018-10-26,-0.11329996341301984
3,-0.03917461412583775,2018-10-26,-0.11329996341301984
4,0.0052367682847529,2018-10-26,-0.11329996341301984
5,-0.0367956901815903,2018-10-26,-0.11329996341301984
1,0.04605657502204315,2018-10-30,0.010852335065625954
2,-0.1494503367718003,2018-10-30,0.010852335065625954
3,0.0471513839703647,2018-10-30,0.010852335065625954
4,0.0568927794635475,2018-10-30,0.010852335065625954
5,0.0569089100876691,2018-10-30,0.010852335065625954
1,0.0794055119685161,2018-10-31,-0.37743652835773267
2,0.0134807313176321,2018-10-31,-0.37743652835773267
3,-0.0441264129809157,2018-10-31,-0.37743652835773267
4,-0.13278601756275,2018-10-31,-0.37743652835773267
5,-0.2980310163892166,2018-10-31,-0.37743652835773267
1,0.0740370194557423,2018-11-01,0.008573321050551044
2,0.07106735362938049,2018-11-01,0.008573321050551044
3,0.1298149434028663,2018-11-01,0.008573321050551044
4,0.09126088805502439,2018-11-01,0.008573321050551044
5,0.08261034050629334,2018-11-01,0.008573321050551044
1,0.0153682737019771,2018-11-06,0.017264640515240893
2,0.004063238357171101,2018-11-06,0.017264640515240893
3,0.0821833688421891,2018-11-06,0.017264640515240893
4,-0.12662158350108976,2018-11-06,0.017264640515240893
5,0.03263291421721799,2018-11-06,0.017264640515240893
1,-0.1244794247294368,2018-11-07,0.1090539865204602
2,-0.05293582837913115,2018-11-07,0.1090539865204602
3,0.0511213964072932,2018-11-07,0.1090539865204602
4,0.04845735882781235,2018-11-07,0.1090539865204602
5,-0.0154254382089766,2018-11-07,0.1090539865204602
1,-0.10927846677588089,2018-11-08,0.14415885262872166
2,0.044441235417638836,2018-11-08,0.14415885262872166
3,-0.0158485382747296,2018-11-08,0.14415885262872166
4,0.14052241124995157,2018-11-08,0.14415885262872166
5,0.03488038585284076,2018-11-08,0.14415885262872166
1,0.09970073821092502,2018-11-09,0.0021615642876197244
2,0.23827674395933648,2018-11-09,0.0021615642876197244
3,0.07244813705082387,2018-11-09,0.0021615642876197244
4,0.09631671783200552,2018-11-09,0.0021615642876197244
5,0.10186230249854475,2018-11-09,0.0021615642876197244
1,0.0287184709346023,2018-11-13,-0.02146288133827245
2,0.14638474896841555,2018-11-13,-0.02146288133827245
3,-0.14452868138037905,2018-11-13,-0.02146288133827245
4,-0.19864438363450623,2018-11-13,-0.02146288133827245
