Ticker,AnnounceDate,EventTradeDate,CAR_30D,CAR_Sign,Beta,EstimationLen,FundSource,Data,Empresa,RL,LL,EBITDA,Preco_Abertura,Preco_Fechamento,LPA,ROA,ROE,MEB,CRESC_RL_12M,CRESC_LL_12M,CRESC_EBITDA_12M,CAPEX,FCO,FCF,Divida_Liquida,PL,Divida_Bruta,AT,DVA_Despesas_Fin,PC,PNC,Outros_PC,LUB,Consolidado,Convencao,Moeda,Data_Demonstracao,Meses,Data_Analise,QuarterEnd,RL_MET,RL_Q_Change,RL_Y_Change,LL_MET,LL_Q_Change,LL_Y_Change,EBITDA_MET,EBITDA_Q_Change,EBITDA_Y_Change,Preco_Abertura_MET,Preco_Abertura_Q_Change,Preco_Abertura_Y_Change,Preco_Fechamento_MET,Preco_Fechamento_Q_Change,Preco_Fechamento_Y_Change,LPA_MET,LPA_Q_Change,LPA_Y_Change,ROA_MET,ROA_Q_Change,ROA_Y_Change,ROE_MET,ROE_Q_Change,ROE_Y_Change,MEB_MET,MEB_Q_Change,MEB_Y_Change,CRESC_RL_12M_MET,CRESC_RL_12M_Q_Change,CRESC_RL_12M_Y_Change,CRESC_LL_12M_MET,CRESC_LL_12M_Q_Change,CRESC_LL_12M_Y_Change,CRESC_EBITDA_12M_MET,CRESC_EBITDA_12M_Q_Change,CRESC_EBITDA_12M_Y_Change,CAPEX_MET,CAPEX_Q_Change,CAPEX_Y_Change,FCO_MET,FCO_Q_Change,FCO_Y_Change,FCF_MET,FCF_Q_Change,FCF_Y_Change,Divida_Liquida_MET,Divida_Liquida_Q_Change,Divida_Liquida_Y_Change,PL_MET,PL_Q_Change,PL_Y_Change,Divida_Bruta_MET,Divida_Bruta_Q_Change,Divida_Bruta_Y_Change,AT_MET,AT_Q_Change,AT_Y_Change,DVA_Despesas_Fin_MET,DVA_Despesas_Fin_Q_Change,DVA_Despesas_Fin_Y_Change,PC_MET,PC_Q_Change,PC_Y_Change,PNC_MET,PNC_Q_Change,PNC_Y_Change,Outros_PC_MET,Outros_PC_Q_Change,Outros_PC_Y_Change,LUB_MET,LUB_Q_Change,LUB_Y_Change,EPS_EarningsSurprise,EPS_Earnings_Surprise_Backward_Diff,EPS_Earnings_Surprise_Backward_Ave_Diff,ret_t0_t1,MA5,MA50,MA200,RSI9,RSI14,RSI30,MA5_50,MA5_200,MA50_200,MOM_1M,MOM_3M,MOM_6M,MOM_12M,SectorID,SectorName,Year,Quarter,CAR_pred,Rank
CPFE3,2018-08-14,2018-08-15,0.0779544927049714,1,0.2557320060299873,504,CPFE3.SA.csv,30/06/2018,CPFL ENERGIA,28563.597,1757.33,4934.627,21.65,21.53,1.72640194761,4.21338703973,14.7170884229,17.2759299188,30.1424607,130.690972,26.9981393,,1123.995,-908.167,18155.703,11940.745,20645.938,41708.25,,9713.72,20053.785,1465.702,5380.059,consolidado,IFRS,BRL,2018-06-30,12,2018-07-02,2018-06-30,0.7384138355099287,0.1229111729978114,1.1510578921234145,0.2342656540157201,1.3256581103522982,1.1472122909972955,0.592128883843063,2.8214597219462725,1.7971296540086878,-1.317826727019626,-1.2622177122945746,-1.5430565468976052,-1.3376964461883578,-1.2038175440934056,-1.5325981698639328,0.3437509096463558,1.357023018765531,1.2666793722374872,0.3656939647742661,1.104967837320611,1.2914947274049449,0.5049351190407113,0.8249557241542846,1.4269796657198297,-0.3185870310950808,1.9050921254247533,-0.3857149723975859,0.9516582199678154,-0.6592009381875867,0.3528455346320197,1.864266567347824,2.091051245231228,1.9521164147505532,1.7713669206837597,1.1354353668480963,0.4379572804444402,,,,-1.2218899365767966,-0.0896117221207245,-1.3057929390743903,-0.4691496975823437,-0.2324161085079499,-0.149965130488562,1.012435595503017,0.0673764790675389,0.6261826316203513,-0.1677044543824286,0.0722939763453496,-0.0613728236738618,-0.0978577460089707,-0.2660523354287931,-0.2020969343789992,-0.6459056438437959,-0.0241000699157961,-0.96935378384072,,,,-0.4614535996339687,-0.7781445810679484,-0.8606653275133193,-0.3077033645913936,0.7274055932458114,0.0769600954739128,-1.605494891037951,-0.6663076059605727,-1.9251683777537527,0.0994006634530588,1.2565629392048694,0.0161183220387404,1.357023018765531,0.6899844167858139,1.3126118841939003,-0.0045766670255021,-1.5135148694791265,-1.43411679690539,-1.2266160143077722,-0.536970094256587,-0.7539226842539564,-1.1140157195378808,-0.929355534575024,-1.426489560655167,-1.138910592625494,-0.3295578524370035,-0.7700042231097355,-0.4704107038917117,-1.7318157622714694,10,Utilidade Pública,2018,3,0.17092858,1
HGTX3,2018-07-26,2018-07-27,0.0588582298781285,1,0.876349398396368,504,HGTX3.SA.csv,30/06/2018,CIA HERING,1533.567,229.533,248.632,14.35,14.25,1.41823607919,14.5372130817,18.2097364847,16.2126597664,1.055984,-2.0475311,10.3466641,,284.342,-202.541,-218.209,1260.496,27.627,1578.934,,300.197,18.241,13.995,668.273,consolidado,IFRS,BRL,2018-06-30,12,2018-07-02,2018-06-30,-0.2327623873444343,-1.5875027361094451,0.2992220959969293,-0.3389532165785035,-1.68685293456375,0.0479065525677649,0.0431727966174392,-1.2623806273062348,0.6145654841273468,-1.4461808475580096,-1.5697875716523957,-1.3741276378485108,-1.458927169921982,-1.4184541055848536,-1.4085865062262235,-0.3683886960793225,-1.7009890300533808,0.0390858572801919,0.1160837337477836,-1.5504852569347702,0.2656769833397759,-0.1721093587926833,-1.859388502004406,0.1403830114558086,0.1475652713649841,-0.9913885893780564,0.7353249868173146,0.2855923894648556,-1.7185663476625943,0.3717173080645931,-0.0607286100413655,-2.237555673399928,0.2874811465726885,0.6025155342231592,-1.7289039566350042,0.4769976243785936,,,,-0.0553520854824249,0.640139459076511,0.5906540540399264,-0.5147992965621108,1.4682170069486704,-0.5870078070880617,0.2825121079325446,-0.0389563466349379,-0.0252901732099545,-0.2899281157239913,0.3524124660771356,-0.4202857223135504,-0.3879333155572877,-0.2469017622357119,-0.8727437918928777,-0.5514291301478629,-0.3518314778075661,-0.845913877075217,,,,-0.5349434706371959,-0.6886318665163722,-0.6113096155755346,-1.1225378299682565,-0.1972182258928974,-1.175615873950966,-0.7300628831357578,-1.2038560541941643,0.0240107099201686,0.3049330771736653,-1.858741461989484,0.3106095872906835,-1.7009890300533808,-1.156943747784607,-1.787471333592518,-0.03985667692659,-1.335225581755733,-1.1835462681550737,-0.0486802128987293,-1.2995746273973958,-1.276146217617688,-1.5428151407511506,-0.6803766786139105,-1.8490890937323612,-1.8599484074609651,-0.8751680521422532,-1.6989960952295984,-1.7732197912674696,-1.9114101323576245,2,Consumo Cíclico,2018,3,0.106205426,2
BRML3,2018-08-09,2018-08-10,0.0118551714567729,1,1.0314325480390734,504,BRML3.SA.csv,30/06/2018,BR MALLS PAR,1220.144,-492.702,-493.413,9.62,9.75,-0.57923781219,-2.81672507046,-4.75422392796,-40.4389154067,-5.0506324,75.4074549,61.0434584,,698.017,-2156.828,1574.338,10363.458,2910.62,17492.016,,686.446,6442.112,53.56,1097.482,consolidado,IFRS,BRL,2018-06-30,12,2018-07-02,2018-06-30,-0.8920340945602824,-0.9576093225427368,-0.7909425365985129,-0.8285088601471821,0.4605628839642671,-0.4960835341671968,-0.8115403993394704,0.4374952362849117,-0.2241348836889243,-1.786724715170782,-1.2738373210630476,-1.0175038307913775,-1.767034609675021,-1.047032324419105,-0.9862238748623898,-0.8581802640967676,0.443980364681421,-0.4553413487584596,-0.8433144116487266,0.4549229227783354,-0.5459789400649414,-0.8588963898504229,0.4629244976455463,-0.523848805201962,-0.8335607108104356,0.4142271532823194,-0.2618291360819971,-0.8166957566839065,-1.3318230472641437,-0.3348450225957818,1.2730101531670126,2.930447313981425,1.2290821225729,1.4996020731853452,2.8442090881084736,1.3006977058650804,,,,-1.3204823269827046,-1.557108458222349,-0.8828424603909039,-1.8151305457351048,-2.0214577562869014,-2.3825665148419746,-0.7054571029729961,0.7213016119661053,0.3648559763760557,-0.9010493826103054,-0.5012005615696152,-2.2243134735967653,-0.6607341584156716,0.3448783496301154,-1.5221241406410466,-1.1170529972004966,0.0214450007258116,-2.0161440418726837,,,,-0.5355825652677625,0.123348920259017,-2.237835489601308,-0.5018964009124501,0.4276470882010834,0.9061748600711288,-1.4096276045642155,-0.1221770880138837,-1.6882577405531305,-0.6514154068499357,-0.719893481786014,-0.5240478554911485,0.443980364681421,0.3888395438539092,0.665774583969375,-0.0177180247306217,-1.4817487252944512,-1.7813079355211388,-0.7149526495590913,-0.823603983689977,-0.6493850436246026,-0.6126232572208269,0.2089115832924621,-1.4423787375236583,-1.9491101110254887,-0.3738987722669889,-0.698676580062843,-1.5314746855229522,-1.793442892974467,4,Financeiro e Outros,2018,3,0.10065545,3
LIGT3,2018-08-22,2018-08-23,-0.0284602809371682,0,0.9771754387884762,504,LIGT3.SA.csv,30/06/2018,LIGHT S/A,12107.209,217.992,2152.921,11.17,11.25,1.06893375241,1.26753418805,6.54555346938,17.782141202,22.0292262,-177.1975551,55.9338521,,-134.491,2547.16,8060.782,3330.383,10011.862,17198.116,,4672.272,9195.461,615.722,2576.153,consolidado,IFRS,BRL,2018-06-30,12,2018-07-02,2018-06-30,0.6517005580375086,0.6452864046312868,1.500205581017335,0.0817306649584714,-0.3441013034068589,0.5505236826306305,1.3470827958537412,0.6241613689637798,1.5310189972014865,-1.8004402625011957,-1.0380308976372243,-1.985541588537112,-1.791579196681289,-0.667630013599671,-1.9636035459992045,0.2399818631268251,-0.3610210248505135,0.8758671225716376,0.2544165048380307,-0.4612861874578436,0.9261868643318708,0.3995752654307589,-0.3345712439882937,1.1501957081508736,1.5655136016751865,0.5006820651809294,0.9987170937239626,1.5352429762181683,0.2367183482214608,1.1094891102957782,-0.4305229190059573,-0.2201604068803564,-1.0497038187089291,1.6446167800045073,0.6559805789542634,0.5573092951073468,,,,-0.8536580596792462,0.527346759160861,0.1108019222699263,1.777216380158356,1.961102890796724,1.395929919339464,0.7687058425220735,1.4491755959281094,1.072286542161894,-0.3810790603485837,-0.3444408372767056,-0.2255245396496664,1.25344613062051,3.415934411602392,1.7664446606615511,0.1894856019254465,0.7901210277551893,0.7206330144800455,,,,-1.8356949594082523,-2.051766676104523,-1.4292098099766073,0.6446235723748069,1.9329483972389916,1.269767767065725,-1.1596967967861738,0.0756353971864955,-1.429212219646701,0.7633576042988505,-0.0811779659937636,0.9216296735209304,-0.3610210248505135,-0.5043949347416729,-0.5754978082968492,-0.0324434339211685,-1.7576284336498291,-1.8760280132124263,-1.4281380699959298,1.1446712214129862,1.007659007914714,0.4496321342726558,1.4945903995918328,-0.8757827368310754,-1.392780352204302,-0.8036497676251461,-0.3729793435943513,-0.732248061951003,-1.448317969248031,10,Utilidade Pública,2018,3,0.09185164,4
LREN3,2018-07-26,2018-07-27,-0.0562872690689768,0,0.936921209003242,504,LREN3.SA.csv,30/06/2018,LOJAS RENNER,7846.231,858.271,1530.879,28.9,29.0,1.20109127651,11.748595918,24.7927440859,19.5110110829,15.3334259,33.0046459,16.3070689,,651.307,-269.578,1080.428,3461.783,1926.302,7305.307,,2937.272,906.252,722.65,4798.467,consolidado,IFRS,BRL,2018-06-30,12,2018-07-02,2018-06-30,0.0825266151748094,-0.7010568039535515,0.6653970048230642,0.1433078473417321,1.2009385425164147,0.7571890182462585,-0.2245697920765584,-0.5140007164722568,-0.2483087778498353,-0.8308314976646135,-1.8875593321603492,-1.0549158758409811,-0.8239074012195073,-1.6654036142820512,-1.0775289672903718,0.21687583409422,0.94122776622301,0.9982387150703232,1.4578332913414542,0.9823781441646028,1.4869377438112097,0.4433854190279502,1.2318119791878022,1.058028498487265,-0.637622713239388,-0.2679824549759192,-0.6125976607136607,0.9020976586264506,-0.5952744951825052,1.134896581659573,1.1087764127627466,1.1065401009820073,1.4043597172398952,-0.1873751274027043,-0.2320010111433371,0.1142406644566867,,,,-0.925135550122313,-1.0651113016231517,-0.7309573160856208,0.2810325410007777,0.8519165447944669,-0.2827660390098228,0.0456364116655403,0.1653493155490756,-0.1837727705587477,0.0811575279530804,0.3619871872354664,0.4149966604652191,-0.2442904918535386,0.0778445451188438,-0.5947354816262694,-0.4120605717181579,-0.2220965636254437,-0.7434094356290506,,,,-0.3355726325024055,0.8746141265593892,-0.5427577164206117,-0.7560604150017857,-1.4820059782776074,-0.6165643394047686,-0.6638469703366068,-1.7097515882574408,-0.8467813059303275,0.1607474406343949,-0.2891750023113018,1.0660433357510906,0.94122776622301,0.4192714371336977,0.0482444867301242,-0.0334759291959704,-0.5678718021623376,-0.5823568601205233,0.0977380075865303,0.399376879690674,0.260845183882726,-0.4260102352141934,0.1962595129425163,-1.689361070249377,-1.9405389610399064,0.3945016948091891,-0.8692310513430709,-1.5885453795407278,-1.2656563115423087,2,Consumo Cíclico,2018,3,0.08725399,5
MULT3,2018-07-26,2018-07-27,-0.0388407995389767,0,0.8360656607848583,504,MULT3.SA.csv,30/06/2018,MULTIPLAN,1192.406,452.449,901.518,55.99,55.31,2.27782115104,5.12643613044,8.54258899266,75.6049533464,6.159518,49.9625466,11.1966569,,745.414,-352.356,2007.945,5296.392,2982.104,8825.8,,518.942,3010.466,163.217,908.665,consolidado,IFRS,BRL,2018-06-30,12,2018-07-02,2018-06-30,0.1111332088628944,1.119332760346324,0.7362561800702746,0.8101205338050667,1.129588142335216,1.4434175127628242,0.6926523644562005,1.4183631675935393,0.9233201310439252,0.3542581382367675,-0.8820205181990494,-0.005920924397476,0.3300300567826038,-0.903396470210318,-0.0321715826194323,1.7475318975790626,0.7529247914098794,1.7573135031712743,0.8965468659594501,0.7231980065315281,1.3415312158525246,0.905492598130433,1.1202493764804675,1.407336564547322,1.0524106625317868,1.1779995196231956,0.784484856885108,0.8877454703442603,0.2359685045508662,0.120402474768381,1.6162744930430604,0.775156245957711,1.5877003034217598,0.957161527171944,0.8352418821207673,0.7574477876607099,,,,-0.3231251456116866,-0.9542642222156154,-0.9503960862711806,-0.654319520756502,0.9377689516103884,-1.352751087799675,0.1304772362600355,0.0930347640328618,0.3441768072528282,0.2526550254137332,-0.5593408846804099,-0.7691015730501093,0.7976486192836713,1.409576489177802,-0.3584021324806732,0.100767514673429,0.5454890227637386,-0.8749915016788106,,,,-1.430685017098791,-0.1721120469544213,-1.3747780526884563,0.7317544290654878,1.511045107330654,0.0726679550070074,-0.3862752045324598,0.7000875062365597,-0.3105944996640803,-0.0115497673045239,0.0649001735244986,0.2173412120036572,0.7529247914098794,-0.0182282913829337,0.5464143767909541,0.0050125418215263,-1.369098965999321,-1.56707425038507,-0.1683765253310762,1.0530576344607152,0.960209564543008,-0.0586463792973489,0.7453438019562343,-1.9242176213789333,-2.1814004876147224,0.6529752257902571,-1.2683450795963955,-1.934928313623995,-1.691704867341468,4,Financeiro e Outros,2018,3,0.08520573,6
WIZS3,2018-08-08,2018-08-09,0.023179750464749,1,0.4325737804527484,504,WIZS3.SA.csv,30/06/2018,WIZ CO,554.837,163.718,282.423,8.08,8.2,1.02383079715,27.0078375155,99.0573343982,50.9019766166,18.8887175,6.0865058,20.318238,,188.241,-110.018,-13.015,165.276,0.0,606.187,,192.973,247.938,108.084,403.469,consolidado,IFRS,BRL,2018-06-30,12,2018-07-02,2018-06-30,0.221479658597107,-0.9987458291306897,0.2673436193301981,-0.4690949359810528,0.8849126208411103,-0.8246917611386329,-0.5000065149834357,-0.1377260574656285,-0.7261343647036349,-1.0362037522419731,-1.2461136887713962,-1.7226549828723212,-0.993606194212332,-0.9790601958784856,-1.7314044291588375,-0.4737193880757944,0.896856937611446,-0.8304152547873375,-0.5934794373024209,0.6000367273946153,0.4198443252829589,-0.0193362712038439,1.344300048690978,-0.8706973813699128,-0.7299473882705833,9.321877915794024e-05,-0.7426607249515184,0.0597515706855459,-1.2575448303452614,0.0324723240756886,-0.853786631917985,0.9021640112894644,-0.2309563695462427,-0.8573142091720818,0.0869148208938282,-0.6789160967771942,,,,-0.2934489550629927,0.4160856471479713,0.188715152461297,0.9807909018459628,0.6457616643612566,1.157028487326415,1.2390079842272328,0.7343758823841501,0.2668268396690385,-0.4137876601095744,-1.198731432590429,0.2223301554700692,-0.4659070527961479,0.268133715372372,0.9280954588007944,0.389251179565943,-0.6826545798030762,-0.7301287867044584,,,,0.235050900863652,0.8381618527128365,-0.2905833058614813,0.526337512228016,-0.6042841370941896,-0.712506374633717,0.0649941566579653,0.853819840684393,-0.5518604410567779,0.2391789114999432,-1.0129602867206564,0.0143136028052377,0.896856937611446,2.0064653980257456,0.6562443620336826,-0.0064641466197595,-1.1601066334966983,-1.1423567660430405,-0.4705930910031281,-0.9090819662108984,-0.7665555300338328,-0.7708225569764365,-0.3991609257716108,-1.1740375179456546,-1.3163783733428882,-0.0707866513360644,-0.4980857001134801,-1.5973404480112787,-1.6204125522052242,4,Financeiro e Outros,2018,3,0.081381254,7
RLOG3,2018-08-13,2018-08-14,-0.0144734796817003,0,0.992519075777482,504,RLOG3.SA.csv,30/06/2018,COSAN LOG,6302.26,-77.096,3017.461,9.71,9.5,-0.166556364698,-0.293626228314,-0.97081204771,47.8790306969,22.190505,-90.3019752,36.5260713,,2320.388,-468.051,10063.806,7941.393,10147.713,26256.51,,2935.578,15379.539,905.735,1884.32,consolidado,IFRS,BRL,2018-06-30,12,2018-07-02,2018-06-30,0.3253100092808179,0.0396526163936827,1.2056696832463618,0.080901821164555,-0.6264628791010427,0.9194700263956253,0.3005333156715075,-0.2052456018329901,1.2737629381892968,-0.311342915589233,-1.4708244066400002,-0.6739497646745163,-0.3642101674678045,-1.465936348463745,-0.7460803743020707,0.1596082893674512,-0.5946586980062902,1.065608767079643,0.1522926126900979,-0.5656544572492186,0.9950003802670556,0.2451036123517664,-0.4353329753273526,1.1872585150290629,0.3597090776293756,-0.6763950956106692,0.8927126020374155,1.1478219204709494,0.3523719838928044,0.7396543939024979,-0.1236597900933175,-0.2969514625655323,-0.5413876961433673,1.3295578457135444,0.0182591098100813,0.6723851607932257,,,,0.0207375650499466,0.6168887181438195,0.5020528012995698,-0.2655553416111649,-0.9487055297760107,-0.2532322242899361,0.6967038333533748,0.4756088186362343,-1.02378732553858,0.6001996242039541,-0.3059139304045988,1.2214804226598663,-0.3046841694480413,-1.6297537997788236,-1.4009674656354003,-0.1327037100755584,-1.540270760322788,-0.4347619935871527,,,,-0.1493563419262648,-0.6909346753864105,-0.5053654528874523,-0.5792528728448066,-1.3065333501497471,-1.2803710452159818,-0.6736125576289115,0.2169645299215352,-0.8173067581803148,0.2428249326852687,-0.2169424089037414,1.0748280222059154,-0.5946586980062902,-1.0878844778858212,-0.7403614667021493,-0.0304592074847085,-0.4174253488135719,-0.3322162239620452,-0.0113019792664188,-1.3476600727204486,-1.284277321466256,-1.3604533920345996,-0.6012629932619624,-1.7935985638192706,-2.082219534223751,-1.027449278653079,-1.6097413881553193,-1.5759144370157745,-1.134577097806849,1,Bens Industriais,2018,3,0.075852185,8
UGPA3,2018-08-02,2018-08-03,-0.0652621176312361,0,0.6453881417543987,504,UGPA3.SA.csv,30/06/2018,ULTRAPAR,85503.201,1269.874,3333.534,45.8,46.02,2.33817943817,4.42882722993,13.2724981498,3.89872421268,11.8692625,-11.393548,-14.2157259,,1651.237,210.37,9074.682,9567.709,15044.734,28672.918,,6692.038,12413.171,184.43,6982.469,consolidado,IFRS,BRL,2018-06-30,12,2018-07-02,2018-06-30,0.322358406366391,1.6371096023409863,1.0896186613866932,-0.3851341977862284,0.2457086007058638,-0.2220916821499262,-0.2842842179464535,-0.2191661451054233,-0.3426761182481072,-0.4597653900339196,-1.910880974492731,-1.3216782324386316,-0.459320158566588,-1.8072902926323935,-1.2671179283853444,0.0784758688401622,0.3702622371612957,0.2215808501145989,-0.3937262373890262,0.5359368261451513,-0.2212037061901599,-0.3950006034194243,0.334929942033993,-0.1807162521530023,-0.3623008851076198,-0.5851026527814515,-0.6705548038651198,1.153995881922633,1.4474665016344357,1.465634751858834,-0.3264863980843817,0.4761291920540521,0.123720925072617,-0.3883369938431257,0.171245235543887,0.2018679511088965,,,,-1.581005024794476,-0.406139350607009,-1.3733568500163051,0.1601252097326984,-1.1165242484356428,-0.528075203372304,0.489032149346172,0.0484958105958666,1.7850752464450474,0.1937345863867835,-0.2005079902875144,-0.101560321738253,0.4092055539348945,-0.4783076293157512,0.2952302241094338,0.1806251783334399,-0.7446308355670495,0.5557783740553529,,,,1.3411491250495484,1.077070616847251,0.7762273673563057,-0.2058727131240018,-2.070691283762184,-0.3538446181417254,-0.9149295211734082,-0.1553191020672079,-1.3069948664460953,0.6550045262587458,-0.1720733479994032,0.8095531948615698,0.3702622371612957,0.8075728344891691,0.2222524927412362,0.0564555908032886,-1.0766181574699507,-0.8569263115625378,0.3943232283655322,-0.0184675605868294,-0.2376284209439355,-0.8014485055000856,-1.2017912912729076,-2.116314136099119,-1.9964809728961557,-0.8263852966317082,-1.3208758139552577,-2.251312264688211,-1.6855976141948048,6,"Petróleo, Gás e Biocombustíveis",2018,3,0.06849586,9
CSNA3,2018-08-08,2018-08-09,0.0177014498190865,1,1.7997165793781251,504,CSNA3.SA.csv,30/06/2018,SID NACIONAL,20555.36,3309.752,7307.345,7.8,7.78,2.39817195406,7.16326144574,40.258118883,35.5495841474,16.276469,-817.1742517,86.5916471,,1860.155,-2260.306,26173.571,8221.328,30426.087,46204.54,,10456.884,27526.328,732.693,5569.925,consolidado,IFRS,BRL,2018-06-30,12,2018-07-02,2018-06-30,-0.1873970696224238,1.324857612254026,-0.068132446322989,0.380033187150296,1.3117504768215071,1.0264740587422336,0.8696565625013521,1.0318456410820922,0.8958390734891205,-0.924009183978958,-0.4694589061929081,-0.5970702066457308,-0.9807246593875056,-0.5116947027106233,-0.6167747796959051,0.3792246341144808,1.3029053573476388,1.0317637606014651,0.4688937547165406,1.3131266435114255,1.0774047820444737,0.777971394954254,1.686211866093198,1.1975979392694729,1.1043597200040116,0.7499104251511415,0.8482369907642886,0.0433367355514512,1.5292567769509793,-0.2672612452412746,-0.5724051862996608,-0.5122186484889675,-0.6281007183359323,0.711742624104197,0.5388102348207293,0.7709375956343294,,,,-0.4069461469268866,0.7410674591120037,0.2479892927637837,0.0044966150255668,0.1818274301581151,-0.9610346888325708,0.9707290798557674,0.8707868911815274,0.36980251237208,-0.685896975705392,-0.2898236096821309,-0.478169701096807,1.5522247953824242,2.3404428319721906,1.0323643886289766,-0.3099289735825442,0.5973372776228643,0.2329291361954016,,,,0.2304504856474576,0.4479340810146098,0.9442430478770102,-0.2621514961121715,0.4752794810389238,0.0080615220648184,-0.9777434535732824,-0.166713628646511,-0.8872447944157683,-0.4014118099518312,0.5575023476501146,-0.8093368410374776,1.3029053573476388,0.1509749867209,1.0619211039774006,-0.0125919816969702,-0.5809042868332809,-0.9031060536540546,-0.6473497835939657,1.3880570691332603,1.6743735277309242,1.590188117287383,2.262717316343139,-0.1158811239169243,-1.0583759453935409,2.2086706240333878,0.2667965292647296,-1.224812325660461,0.112161951390931,5,Materiais Básicos,2018,3,0.062768206,10
