Ticker,Data,Close,FechPonderado,Vol,Neg,Var,Daily_Return,Week_Return,Month_Return,Rolling_std_Daily_Return,Rolling_std_Week_Return,Rolling_std_Month_Return,Indicator_Daily_Return,Indicator_Week_Return,Indicator_Month_Return,event,MA5,MA50,MA200,RSI9,RSI14,RSI30,MA5_50,MA5_200,MA50_200,MOM_1M,MOM_3M,MOM_6M,MOM_12M
ABEV3,2013-11-11,10.9641290194,0.6032364233036503,13013535.0,149910.0,,,,,,,,0,0,0,0,,,,,,,,,,,,,
ABEV3,2013-11-12,10.7498874179,0.8916963326784838,19619816.0,288080.0,-1.9540229882,-0.019733664154298513,,,,,,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,
ABEV3,2013-11-13,10.7309837471,0.048784432695219475,1075285.0,134130.0,-0.175849942,-0.001760047396097374,,,,,,0,0,0,0,,,,0.0,0.0,0.0,,,,,,,
ABEV3,2013-11-14,11.0082375844,1.1357137855531467,24402424.0,172410.0,2.5836758663,0.02550862947400871,,,,,,0,0,0,0,,,,8.960086887380161,8.960086887380161,8.960086887380161,,,,,,,
ABEV3,2013-11-18,11.1216596088,0.892705372143125,18985429.0,269460.0,1.0303377223,0.010250659238878497,,,,,,0,0,0,0,10.91497947552,,,12.400395622048933,12.400395622048933,12.400395622048933,,,,,,,
ABEV3,2013-11-19,10.9452253487,0.008045258804869997,173859.0,222060.0,-1.5864022664,-0.015991203127850403,-0.0017256259653589936,,,,,0,0,0,0,10.91119874138,,,11.665671854784767,11.665671854784767,11.665671854784767,,,,,,,
ABEV3,2013-11-21,10.8822131129,0.005983736109828321,130058.0,168310.0,-0.5757052394,-0.005773688099589553,0.012234350089350029,,,,,0,0,0,0,10.93766388038,,,11.40704891502382,11.40704891502382,11.40704891502382,,,,,,,
ABEV3,2013-11-22,11.0019363608,0.4942349931013321,10625423.0,121920.0,1.1001737115,0.010941658251721631,0.02493605573716882,,,,,0,0,0,0,10.99185440312,,,15.232675592641323,15.232675592641323,15.232675592641323,,,,,,,
ABEV3,2013-11-25,10.9578277958,0.48812153874188957,10536233.0,119540.0,-0.4009163801,-0.004017222043403825,-0.004589795780243675,,,,,0,0,0,0,10.9817724454,,,14.97737791207428,14.97737791207428,14.97737791207428,,,,,,,
ABEV3,2013-11-26,11.0901534909,0.8892461698192075,18965588.0,164850.0,1.2075905696,0.01200357368139379,-0.0028368813377284284,,,,,0,0,0,0,10.97547122182,,,19.323502671742546,19.323502671742546,19.323502671742546,,,,,,,
ABEV3,2013-11-27,11.0712498202,0.4974245114021377,10627042.0,158590.0,-0.1704545452,-0.0017059998430116084,0.011448321947110346,,,,,0,0,0,0,11.00067611612,,,19.173487908404336,19.173487908404336,19.173487908404336,,,,,,,
ABEV3,2013-11-28,11.0019363608,0.3054306014373076,6566369.0,85130.0,-0.6260671606,-0.006280351794978354,0.010941658251721631,,,,,0,0,0,0,11.0246207657,,,18.606026362964396,18.606026362964396,18.606026362964396,,,,,,,
ABEV3,2013-11-29,11.0649485966,0.44399201687164086,9490905.0,116590.0,0.5727376866,0.005711037800628585,0.005711037800628585,,,,,0,0,0,0,11.03722321286,,,20.88666023040118,20.88666023040118,20.88666023040118,,,,,,,
ABEV3,2013-12-02,11.0334424787,0.07702976439644711,1651313.0,162020.0,-0.2847380412,-0.0028514419117599806,0.006876817932272363,,,,,0,0,0,0,11.05234614944,,,20.57777652931836,20.57777652931836,20.57777652931836,,,,,,,
ABEV3,2013-12-03,10.8128996536,1.016629510005956,22238342.0,270330.0,-1.9988577955,-0.020191052237711827,-0.02531780798683316,,,,,0,0,0,0,10.99689538198,,,18.523281136557763,18.523281136557763,18.523281136557763,,,,,,,
ABEV3,2013-12-04,10.4600311334,1.7775726895389037,40195391.0,170430.0,-3.2634032637,-0.03317839870075069,-0.056790206844572276,,,,,0,0,0,0,10.87465164462,,,15.816248929383585,15.816248929383585,15.816248929383585,,,,,,,
ABEV3,2013-12-05,10.6175617228,0.8103082448552489,18051252.0,197200.0,1.5060240967,0.01494796143978812,-0.0355618936098058,,,,,0,0,0,0,10.79777671702,,,21.316403709269775,21.316403709269775,21.316403709269775,,,,,,,
ABEV3,2013-12-06,10.5482482635,0.674958122153241,15134858.0,130380.0,-0.6528189909,-0.006549591735336721,-0.04782252314577097,,,,,0,0,0,0,10.694436650399998,,,20.67945903420786,20.67945903420786,20.67945903420786,,,,,,,
ABEV3,2013-12-09,10.7057788528,0.9452118683215658,20882994.0,175770.0,1.4934289122,0.014823870616970578,-0.030147210617040437,,,,,0,0,0,0,10.62890392522,,,26.05944366795847,26.05944366795847,26.05944366795847,,,,,,,
ABEV3,2013-12-10,10.5860556049,0.45146053720832424,10087127.0,169740.0,-1.1183048851,-0.011246049273454248,-0.021202207652782964,,,,,0,0,0,0,10.58353511548,,,24.695519127423626,24.695519127423626,24.695519127423626,,,,,,,
ABEV3,2013-12-11,10.63016417,0.38757847770055365,8623857.0,126890.0,0.4166666674,0.004158010156150247,0.016134201204118036,,,,,0,0,0,0,10.617561722800001,,,26.219826461799073,26.219826461799073,26.219826461799073,,,,,,,
ABEV3,2013-12-12,10.4600311334,0.04881690285135871,1103873.0,131950.0,-1.6004742154,-0.016134201204117973,-0.014947961439788026,,0.01430652296986323,,,-1,0,0,0,10.58605560492,,,24.195780787640405,24.195780787640405,24.195780787640405,,,,-0.5040978860000003,,,
ABEV3,2013-12-13,10.3403078855,0.4282803781691952,9796627.0,152030.0,-1.1445783131,-0.011511790259297864,-0.019910159963749185,-0.058579301122118725,0.013910917171024864,,,-1,0,0,0,10.54446752932,,,22.86497614282368,22.86497614282368,22.86497614282368,,,,-0.40957953240000045,,,
ABEV3,2013-12-16,10.4033201213,0.5357626058175352,12180982.0,200590.0,0.6093845221,0.006075352835472936,-0.02865867774524683,-0.0327702841323472,0.014018110966195875,,,1,0,0,0,10.48397578302,,,25.18541723625663,25.18541723625663,25.18541723625663,,,,-0.32766362579999964,,,
ABEV3,2013-12-17,10.3970188977,0.48410594389475103,11013198.0,201860.0,-0.0605693521,-0.0006058770279659117,-0.018018505499758516,-0.03161611376421581,0.012590126168454674,,,0,0,0,0,10.44616844158,,,25.104501357674426,25.104501357674426,25.104501357674426,,,,-0.6112186866999991,,,
ABEV3,2013-12-18,10.5230433692,0.7759153031983498,17440335.0,242570.0,1.2121212122,0.012048338517383827,-0.010128177138524869,-0.04507640472084059,0.012688455942648221,,,1,0,0,0,10.42474428142,,,29.928625319712555,29.928625319712555,29.928625319712555,,,,-0.5986162396000001,,,
