Year,SectorName,Feature,OccurrenceCount,NormalizedImportanceMean,F_label
2017,Bens Industriais,MA50,100,0.02163349939698397,F1
2017,Bens Industriais,MA5,100,0.020931193559554636,F2
2017,Bens Industriais,EPS_EarningsSurprise,100,0.017908021917306054,F3
2017,Bens Industriais,AT_MET,100,0.016557644370524,F4
2017,Bens Industriais,Divida_Liquida_MET,100,0.016005087499809823,F5
