Year,SectorName,Feature,OccurrenceCount,NormalizedImportanceMean,F_label
2017,Materiais Básicos,MA50,100,0.02163349939698397,F1
2017,Materiais Básicos,MA5,100,0.020931193559554636,F2
2017,Materiais Básicos,EPS_EarningsSurprise,100,0.017908021917306054,F3
2017,Materiais Básicos,AT_MET,100,0.016557644370524,F4
2017,Materiais Básicos,Divida_Liquida_MET,100,0.016005087499809823,F5
