Year,SectorName,Feature,OccurrenceCount,NormalizedImportanceMean,F_label
2019,Consumo Cíclico,EPS_EarningsSurprise,100,0.03594884031168156,F1
2019,Consumo Cíclico,MA200,100,0.020820162768733903,F2
2019,Consumo Cíclico,MA5,100,0.018983904187975752,F3
2019,Consumo Cíclico,MA50,100,0.018296435314869856,F4
2019,Consumo Cíclico,MOM_12M,100,0.014785878907720653,F5
